method,series,target,filters,n,mae,rmse,corr,signed_bias,pp_mae,pp_signed_bias
RTBP_RICH_DYNAMIC,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,0.8683386365020059,0.9668152151595112,0.22020038419890248,-0.4636622455921475,2.6100196815250976,1.4118243310606806
RTBP_RICH_DYNAMIC,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,1.7609161851180544,1.9459722928529837,0.30189355617907354,1.0002828946295619,2.6391032533974204,1.4900049802453665
RTBP_RICH_DYNAMIC,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,0.8782457984913005,0.9690502023988473,0.30063850461409314,-0.4897220856158045,2.6391032533974204,1.4900049802453665
RTBP_RICH_DYNAMIC,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,1.7609161851180544,1.9459722928529837,0.30189355617907354,1.0002828946295619,2.6391032533974204,1.4900049802453665
RTBP_RICH_DYNAMIC,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,0.8782457984913005,0.9690502023988473,0.30063850461409314,-0.4897220856158045,2.6391032533974204,1.4900049802453665
SinBP_D_RICH_DYNAMIC,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,1.329674739687118,1.7048704787774156,0.18484920336664826,-0.36471270373634573,1.9943714123386433,-0.5495911993149293
SinBP_D_RICH_DYNAMIC,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,0.6661037675265801,0.8529880983550236,0.18152799843814743,0.18487849557858393,1.9943714123386433,-0.5495911993149293
SinBP_D_RICH_DYNAMIC,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,1.3039649527052197,1.6657477198023352,0.2632820834100887,-0.3998487415501504,1.9552988285486559,-0.6015180201417235
SinBP_D_RICH_DYNAMIC,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,0.6524209183490262,0.8333393916406582,0.2632409997488759,0.2016692785915731,1.9552988285486559,-0.6015180201417235
SinBP_D_RICH_DYNAMIC,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,1.3039649527052197,1.6657477198023352,0.2632820834100887,-0.3998487415501504,1.9552988285486559,-0.6015180201417235
SinBP_D_RICH_DYNAMIC,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,0.6524209183490262,0.8333393916406582,0.2632409997488759,0.2016692785915731,1.9552988285486559,-0.6015180201417235
SinBP_M_RICH_DYNAMIC,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,1.7379892208305168,1.9588539954773037,0.26249139942663285,1.1061031539398092,2.605201099693008,1.6521791965176937
SinBP_M_RICH_DYNAMIC,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,0.8678272015513829,0.974199725098647,0.2799473589868802,-0.5460760425778843,2.605201099693008,1.6521791965176937
SinBP_M_RICH_DYNAMIC,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,1.6764137581639904,1.8668485431104973,0.4034476469088975,1.0053085092022929,2.5156130154675287,1.5015150144006766
SinBP_M_RICH_DYNAMIC,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,0.8391992573035381,0.9313676846461717,0.4149274046509369,-0.4962065051983836,2.5156130154675287,1.5015150144006766
SinBP_M_RICH_DYNAMIC,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,1.6764137581639904,1.8668485431104973,0.4034476469088975,1.0053085092022929,2.5156130154675287,1.5015150144006766
SinBP_M_RICH_DYNAMIC,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,0.8391992573035381,0.9313676846461717,0.4149274046509369,-0.4962065051983836,2.5156130154675287,1.5015150144006766
