method,series,target,filters,n,mae,rmse,corr,signed_bias,pp_mae,pp_signed_bias
RTBP_SHARED_D_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.4903098714677743,1.8854563091861234,-0.10945695749072411,-0.32839355239286655,2.2296752519277736,-0.3329670125833177
RTBP_SHARED_D_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,0.7443076735829802,0.9416914086463802,-0.12305931377704485,0.004573460190451091,2.2296752519277736,-0.3329670125833177
SinBP_D_SHARED_D_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.39423809680465,1.733692528617694,-0.0792891744888621,0.16067552282885017,2.0911197186442574,0.25968979111244567
SinBP_D_SHARED_D_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.6990623014386305,0.8708519704828204,-0.07543743384669978,-0.09901426828359547,2.0911197186442574,0.25968979111244567
SinBP_D_SHARED_D_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.367960911347541,1.708251183769675,-0.12049677416889273,0.15795919423071733,2.0520255644948393,0.2558318208117882
SinBP_D_SHARED_D_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.6850476235871613,0.8591795637131266,-0.12322380470922108,-0.09787262658107088,2.0520255644948393,0.2558318208117882
SinBP_D_SHARED_D_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.367960911347541,1.708251183769675,-0.12049677416889273,0.15795919423071733,2.0520255644948393,0.2558318208117882
SinBP_D_SHARED_D_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.6850476235871613,0.8591795637131266,-0.12322380470922108,-0.09787262658107088,2.0520255644948393,0.2558318208117882
SinBP_M_SHARED_D_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,7.382737129662639,7.634095377541564,-0.04838728237791047,-7.382737129662639,11.008812852896346,-11.008812852896346
SinBP_M_SHARED_D_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,3.626075723233706,3.7574648463134706,-0.05372867152757932,3.626075723233706,11.008812852896346,-11.008812852896346
SinBP_M_SHARED_D_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,7.397284395019016,7.647298786488644,-0.14680578709398054,-7.397284395019016,11.030312318992127,-11.030312318992127
SinBP_M_SHARED_D_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,3.633027923973112,3.763899945351787,-0.1554337153614458,3.633027923973112,11.030312318992127,-11.030312318992127
SinBP_M_SHARED_D_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,7.397284395019016,7.647298786488644,-0.14680578709398054,-7.397284395019016,11.030312318992127,-11.030312318992127
SinBP_M_SHARED_D_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,3.633027923973112,3.763899945351787,-0.1554337153614458,3.633027923973112,11.030312318992127,-11.030312318992127
RTBP_RICH_DYNAMIC,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,2.150544183994811,2.6920450598521812,-0.09821345950153872,-1.5385151471751337,3.2263548140352136,-2.2782073716687523
RTBP_RICH_DYNAMIC,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.075810630040403,1.33691552897383,-0.10547226272629427,0.7396922244936183,3.2263548140352136,-2.2782073716687523
RTBP_RICH_DYNAMIC,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.9699298214628123,2.4911969643673633,-0.1458994760763941,-1.4850691438594452,2.955095643825612,-2.198566188524205
RTBP_RICH_DYNAMIC,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,0.9858454253508331,1.238156124294267,-0.15199420094268198,0.7134970446647598,2.955095643825612,-2.198566188524205
RTBP_RICH_DYNAMIC,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.9699298214628123,2.4911969643673633,-0.1458994760763941,-1.4850691438594452,2.955095643825612,-2.198566188524205
RTBP_RICH_DYNAMIC,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,0.9858454253508331,1.238156124294267,-0.15199420094268198,0.7134970446647598,2.955095643825612,-2.198566188524205
SinBP_D_RICH_DYNAMIC,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.6546012050173111,2.073902614048174,-0.15547816653559393,0.41885143870179825,2.479947436643695,0.6447310054915876
SinBP_D_RICH_DYNAMIC,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.8266477899123703,1.0374774674095653,-0.1522641729235342,-0.2258795667897893,2.479947436643695,0.6447310054915876
SinBP_D_RICH_DYNAMIC,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.5362479563195535,1.9293543453182609,-0.2003686468407488,0.4542141249756185,2.3022511547444275,0.6986001206770834
SinBP_D_RICH_DYNAMIC,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.7672658194032826,0.9715344170269807,-0.20801279282688118,-0.24438599570146494,2.3022511547444275,0.6986001206770834
SinBP_D_RICH_DYNAMIC,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.5362479563195535,1.9293543453182609,-0.2003686468407488,0.4542141249756185,2.3022511547444275,0.6986001206770834
SinBP_D_RICH_DYNAMIC,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.7672658194032826,0.9715344170269807,-0.20801279282688118,-0.24438599570146494,2.3022511547444275,0.6986001206770834
SinBP_M_RICH_DYNAMIC,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,3.0329895787044476,3.5308243851801446,-0.15994549564258406,-2.702748632553048,4.534401066625567,-4.0260452338259505
SinBP_M_RICH_DYNAMIC,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,1.5038869002814261,1.7511140207920255,-0.17622450130806822,1.323296601272903,4.534401066625567,-4.0260452338259505
SinBP_M_RICH_DYNAMIC,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,2.978907778144884,3.4615661508737547,-0.2579185001703961,-2.7226745634691083,4.462416686680754,-4.055783732541256
SinBP_M_RICH_DYNAMIC,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,1.4835089085358706,1.7180352170435118,-0.2765981705821907,1.3331091690721477,4.462416686680754,-4.055783732541256
SinBP_M_RICH_DYNAMIC,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,2.978907778144884,3.4615661508737547,-0.2579185001703961,-2.7226745634691083,4.462416686680754,-4.055783732541256
SinBP_M_RICH_DYNAMIC,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,1.4835089085358706,1.7180352170435118,-0.2765981705821907,1.3331091690721477,4.462416686680754,-4.055783732541256
