n,groups,mae_mean,rmse_mean,corr_mean,mae_sd,rmse_sd,corr_sd,axis,target,split,window_s,method
444,11,20.389821850341583,25.356137254935554,0.18327247216246734,4.252614781764996,5.485455167201223,0.4676536483160081,absolute,ref_SBP,timeseries,20,SinBP_D_no_stiff
446,11,22.55124037889201,30.565016785502714,-0.057540650592805775,4.358356742900504,9.145038375399672,0.42368476758117135,absolute,ref_SBP,timeseries,30,RTBP
455,11,21.772873183956428,27.62759765978401,0.06308611577243732,2.9838422285812376,3.1103062615823545,0.44067162191848946,absolute,ref_SBP,timeseries,30,SinBP_M
444,11,20.37279850799405,25.837183407690922,0.18931745056209429,4.552823555384605,5.043324231957654,0.5116729996386353,absolute,ref_SBP,timeseries,30,SinBP_D_full
444,11,20.656951884850734,25.816105809072162,0.16264012671466987,4.18310327794219,5.096220738332104,0.5011452227657387,absolute,ref_SBP,timeseries,30,SinBP_D_no_stiff
446,11,24.31606983951637,29.15188744651517,-0.20620839994529477,14.015865276536282,14.765787154436126,0.2613990737049718,absolute,ref_SBP,groupkfold,0,RTBP
455,11,21.93660705214322,26.333290833816342,0.006357536012068424,12.155803211317417,12.18880428312737,0.2759469812141637,absolute,ref_SBP,groupkfold,0,SinBP_M
444,11,23.583039984727815,27.815602818105084,-0.10576100820941425,12.317626993108377,12.466488765833475,0.045559228044531774,absolute,ref_SBP,groupkfold,0,SinBP_D_full
444,11,23.460426628774293,27.65361226577013,-0.09388104765890101,12.243041330056064,12.349051058014973,0.057279295845964605,absolute,ref_SBP,groupkfold,0,SinBP_D_no_stiff
446,11,28.049107836071205,32.78372190792331,-0.431259154147443,15.229833682375409,17.21235406868865,0.3289680855617114,absolute,ref_SBP,groupkfold,10,RTBP
455,11,24.900231730020103,29.95969492373167,-0.09617462264026509,9.874735569109257,10.954389959658087,0.4862701102851515,absolute,ref_SBP,groupkfold,10,SinBP_M
444,11,25.833348084891167,30.293914842333358,-0.3090442422186211,11.370452280256915,11.821230451908924,0.08721964946871494,absolute,ref_SBP,groupkfold,10,SinBP_D_full
444,11,25.800222303657126,30.25517722334468,-0.2887908905738309,11.254491992584413,11.722986399004732,0.14669582382999932,absolute,ref_SBP,groupkfold,10,SinBP_D_no_stiff
446,11,28.857136883279992,33.25358980149251,-0.33617008785593633,17.351179650489232,19.52454502745182,0.4624215992780086,absolute,ref_SBP,groupkfold,20,RTBP
455,11,24.38879376142339,27.512181085522094,-0.19072493339913715,10.352820318668021,11.950556226782764,0.6635765682181678,absolute,ref_SBP,groupkfold,20,SinBP_M
444,11,25.011784475009506,28.85386677379314,-0.19344125328899303,11.623068369681151,11.970062326333533,0.20781488785456056,absolute,ref_SBP,groupkfold,20,SinBP_D_full
444,11,24.981755095192547,28.790513156686348,-0.14942245633849385,11.501458050944061,11.869519748478096,0.11352531702541752,absolute,ref_SBP,groupkfold,20,SinBP_D_no_stiff
446,11,28.947430988168332,32.53042863436783,-0.22493550456667782,17.619025713210196,19.011125916305115,0.6606246591134317,absolute,ref_SBP,groupkfold,30,RTBP
455,11,24.49507279345798,27.61700942908808,-0.005176463629482375,10.660995345594182,12.163994045035675,0.6359460132608389,absolute,ref_SBP,groupkfold,30,SinBP_M
444,11,25.492715310010453,28.455753954415478,-0.20879961374007533,12.724770261945341,12.760600761660712,0.4471421367635671,absolute,ref_SBP,groupkfold,30,SinBP_D_full
444,11,25.43213236619106,28.368546556330877,-0.09690722324728893,12.609916343734518,12.633798652933283,0.3558817586191139,absolute,ref_SBP,groupkfold,30,SinBP_D_no_stiff
446,11,27.231505898772035,28.90573443738831,-0.030841950614189758,19.509710923154906,20.05704983703346,0.4079143695519768,absolute,ref_SBP,logo,0,RTBP
