経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, E, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, E_used, SBP, DBP, Mean, Phi, sinPhi, cosPhi, fit_a, fit_b, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
118.830, 8.6497, 98.0114, -0.6605, -0.3863, 3.9546, 5.0983, 98.0114, -0.5951, -0.4328, 3.9546, 113.89, 79.70, 4.3797, 2.7359, 0.3947, -0.9188, -3.8373, 1.6483, 603.0000, 612.1737, 1, 19, 0.4718, 9.2603, 8.7885, 2.9864, 0.6119, 0.3881, 113.89, 79.70, 113.89, 79.70, 0, 0, 1, 1, A:8.6497->5.0983, ok
119.461, 8.7458, 91.2427, -0.4694, -0.4225, 3.8344, 5.0983, 91.2427, -0.6605, -0.3863, 3.8344, 109.97, 71.81, 4.5703, 2.4673, 0.6243, -0.7812, -3.2261, 2.5784, 598.0000, 657.5868, 1, 19, 0.6106, 9.1673, 8.5567, 2.9667, 0.5669, 0.4331, 109.97, 71.81, 109.97, 71.81, 0, 0, 1, 1, A:8.7458->5.0983, ok
120.059, 8.2358, 93.1253, -0.4707, -0.4707, 3.4679, 5.0983, 93.1253, -0.4694, -0.4225, 3.4679, 112.87, 81.24, 4.4088, 2.4002, 0.6753, -0.7375, -2.8579, 2.6168, 705.0000, 644.2934, 1, 22, 0.4215, 8.6755, 8.2540, 2.7839, 0.5730, 0.4270, 112.87, 81.24, 112.87, 81.24, 0, 0, 1, 1, A:8.2358->5.0983, ok
120.636, 7.8707, 96.5955, -0.6070, -0.4967, 3.4090, 5.0983, 96.5955, -0.4707, -0.4707, 3.4090, 112.56, 82.34, 4.5809, 2.7033, 0.4244, -0.9055, -3.4279, 1.6065, 628.0000, 621.1467, 1, 20, 0.4397, 8.5379, 8.0982, 2.6909, 0.6338, 0.3662, 112.56, 82.34, 112.56, 82.34, 0, 0, 1, 1, A:7.8707->5.0983, ok
121.272, 7.6539, 100.2383, -0.6875, -0.3438, 4.2685, 5.0983, 100.2383, -0.6070, -0.4967, 4.2685, 118.63, 83.96, 5.3186, 2.8167, 0.3192, -0.9477, -4.4517, 1.4997, 603.0000, 598.5734, 1, 19, 0.6673, 9.7807, 9.1135, 3.3451, 0.6600, 0.3400, 118.63, 83.96, 118.63, 83.96, 0, 0, 1, 1, A:7.6539->5.0983, ok
121.908, 8.9999, 97.1209, -0.5699, -0.3626, 2.9354, 5.0983, 97.1209, -0.6875, -0.3438, 2.9354, 95.20, 61.50, 6.2675, 2.1561, 0.8335, -0.5525, -1.7795, 2.6848, 565.0000, 617.7867, 1, 18, 2.1269, 9.5002, 7.3733, 2.3935, 0.5257, 0.4743, 95.20, 61.50, 95.20, 61.50, 0, 0, 1, 1, A:8.9999->5.0983, ok
122.506, 9.0828, 95.7865, -0.5197, -0.4157, 3.9745, 5.0983, 95.7865, -0.5699, -0.3626, 3.9745, 113.86, 79.58, 4.8109, 2.2685, 0.7663, -0.6425, -2.7855, 3.3222, 649.0000, 626.3933, 1, 20, 0.5002, 9.5574, 9.0572, 3.1317, 0.5300, 0.4700, 113.86, 79.58, 113.86, 79.58, 0, 0, 1, 1, A:9.0828->5.0983, ok
123.147, 5.9559, 98.0077, -0.6070, -0.4415, 2.4793, 5.0983, 98.0077, -0.5197, -0.4157, 2.7419, 100.49, 71.70, 4.4090, 2.0915, 0.8674, -0.4975, -1.5150, 2.6414, 632.0000, 612.1967, 1, 20, 0.4745, 8.0183, 7.5437, 2.2927, 0.5886, 0.4114, 100.49, 71.70, 100.49, 71.70, 0, 0, 1, 1, A:5.9559->5.0983|E:2.4793->2.7419, ok
123.782, 9.1501, 95.7551, -0.5148, -0.4119, 4.1848, 5.0983, 95.7551, -0.6070, -0.4415, 4.1848, 117.04, 80.93, 4.9496, 2.6896, 0.4368, -0.8996, -4.0499, 1.9665, 602.0000, 626.5983, 1, 19, 0.5626, 9.6280, 9.0654, 3.2232, 0.6163, 0.3837, 117.04, 80.93, 117.04, 80.93, 0, 0, 1, 1, A:9.1501->5.0983, ok
124.347, 7.5755, 95.1174, -0.5197, -0.4677, 2.9824, 5.0983, 95.1174, -0.5148, -0.4119, 2.9824, 104.23, 73.69, 4.9446, 2.2498, 0.7782, -0.6280, -2.2210, 2.7520, 639.0000, 630.7992, 1, 20, 0.4779, 8.0952, 7.6174, 2.6044, 0.5915, 0.4085, 104.23, 73.69, 104.23, 73.69, 0, 0, 1, 1, A:7.5755->5.0983, ok
124.981, 8.6199, 100.3513, -0.5841, -0.4088, 3.4742, 5.0983, 100.3513, -0.5197, -0.4677, 3.4742, 110.85, 80.78, 4.5346, 2.6192, 0.4990, -0.8666, -3.4676, 1.9966, 623.0000, 597.8996, 1, 20, 0.5197, 9.0769, 8.5572, 2.8411, 0.6453, 0.3547, 110.85, 80.78, 110.85, 80.78, 0, 0, 1, 1, A:8.6199->5.0983, ok
125.589, 8.6199, 97.4105, -0.5726, -0.4164, 2.4935, 5.0983, 97.4105, -0.5841, -0.4088, 2.7419, 98.01, 67.37, 3.8103, 2.3422, 0.7169, -0.6972, -2.0222, 2.0794, 565.0000, 615.9498, 1, 18, 0.4570, 6.4141, 5.9571, 2.1167, 0.5982, 0.4018, 98.01, 67.37, 98.01, 67.37, 0, 0, 1, 1, A:8.6199->5.0983|E:2.4935->2.7419, ok
126.272, 9.3153, 98.0432, -0.5970, -0.3799, 4.5426, 5.0983, 98.0432, -0.5726, -0.4164, 4.4918, 121.37, 86.31, 4.7585, 2.6574, 0.4655, -0.8851, -4.1002, 2.1564, 643.0000, 611.9749, 1, 20, 0.5161, 9.8120, 9.2960, 3.3552, 0.5677, 0.4323, 121.37, 86.31, 121.37, 86.31, 0, 0, 1, 1, A:9.3153->5.0983|E:4.5426->4.4918, ok
126.778, 4.4448, 92.6659, -0.3865, -0.4832, 2.1867, 4.4448, 92.6659, -0.5970, -0.3799, 2.7419, 96.75, 63.13, 3.5727, 1.8220, 0.9686, -0.2486, -0.6594, 2.5696, 590.0000, 647.4874, 1, 19, 0.4968, 8.2734, 7.7766, 2.1501, 0.5661, 0.4339, 96.75, 63.13, 96.75, 63.13, 0, 0, 1, 1, E:2.1867->2.7419, ok
127.455, 6.9482, 104.0323, -0.7174, -0.4545, 3.5057, 5.0983, 104.0323, -0.3865, -0.4832, 3.5057, 115.97, 90.67, 4.0826, 2.7164, 0.4125, -0.9110, -3.3791, 1.5299, 711.0000, 576.7437, 1, 22, 0.5337, 8.6192, 8.0855, 2.6725, 0.6090, 0.3910, 115.97, 90.67, 115.97, 90.67, 0, 0, 1, 1, A:6.9482->5.0983, ok
128.018, 8.9970, 95.7133, -0.5347, -0.4387, 3.5000, 5.0983, 95.7133, -0.7174, -0.4545, 3.5000, 104.26, 67.23, 5.5276, 2.8317, 0.3050, -0.9524, -3.7653, 1.2058, 503.0000, 626.8719, 1, 16, 1.6710, 9.5394, 7.8684, 2.7909, 0.6839, 0.3161, 104.26, 67.23, 104.26, 67.23, 0, 0, 1, 1, A:8.9970->5.0983, ok
128.650, 8.9970, 0.0000, -0.6448, -0.3517, 3.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 104.26, 67.23, 5.5276, 2.5080, 0.5920, -0.8059, -3.4941, 2.5667, 664.0000, 0.0000, 0, 21, 0.5424, 9.4364, 8.8940, 3.0936, 0.5949, 0.4051, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
129.261, 8.7408, 97.8046, -0.5222, -0.4177, 3.2482, 5.0983, 97.8046, -0.6448, -0.3517, 3.2482, 100.95, 67.71, 5.8059, 2.3664, 0.6999, -0.7143, -2.6466, 2.5934, 566.0000, 613.4680, 1, 18, 1.2658, 9.5658, 8.3001, 2.6872, 0.5919, 0.4081, 100.95, 67.71, 100.95, 67.71, 0, 0, 1, 1, A:8.7408->5.0983, ok
129.853, 8.6603, 98.0017, -0.6481, -0.4321, 3.4861, 5.0983, 98.0017, -0.5222, -0.4177, 3.4861, 110.16, 79.20, 5.3868, 2.2821, 0.7575, -0.6528, -2.6112, 3.0302, 643.0000, 612.2340, 1, 20, 0.8250, 9.3554, 8.5304, 2.8901, 0.5692, 0.4308, 110.16, 79.20, 110.16, 79.20, 0, 0, 1, 1, A:8.6603->5.0983, ok
130.460, 6.9345, 99.6484, -0.6689, -0.3345, 3.8814, 5.0983, 99.6484, -0.6481, -0.4321, 3.8814, 110.64, 76.00, 5.6576, 2.6132, 0.5041, -0.8636, -3.7639, 2.1971, 600.0000, 602.1170, 1, 19, 0.6951, 9.7098, 9.0147, 3.1059, 0.6233, 0.3767, 110.64, 76.00, 110.64, 76.00, 0, 0, 1, 1, A:6.9345->5.0983, ok
131.091, 6.9345, 99.6484, -0.5980, -0.3262, 3.8814, 5.0983, 99.6484, -0.6481, -0.4321, 3.8814, 110.64, 76.00, 5.6576, 2.6132, 0.5041, -0.8636, -3.7639, 2.1971, 600.0000, 602.1170, 1, 19, 0.6951, 9.7098, 9.0147, 3.1059, 0.6233, 0.3767, 110.64, 76.00, 110.64, 76.00, 0, 0, 1, 1, A:6.9345->5.0983, ok
131.668, 6.9345, 0.0000, -0.5753, -0.4168, 3.8814, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 110.64, 76.00, 5.6576, 2.3884, 0.6840, -0.7295, -2.1374, 2.0041, 834.0000, 0.0000, 0, 19, 2.7753, 9.4790, 6.7037, 2.1825, 0.6847, 0.3153, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
132.330, 6.9345, 0.0000, -0.6863, -0.3432, 3.8814, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 110.64, 76.00, 5.6576, 1.3272, 0.9705, 0.2412, 0.7367, 2.9645, 996.0000, 0.0000, 0, 31, 0.6665, 9.6076, 8.9411, 2.8220, 0.5261, 0.4739, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
132.962, 8.9776, 95.2087, -0.4977, -0.3982, 3.1665, 5.0983, 95.2087, -0.6863, -0.3432, 3.1665, 98.58, 63.47, 6.0370, 2.1999, 0.8086, -0.5884, -2.0446, 2.8097, 573.0000, 630.1948, 1, 18, 1.8755, 9.5213, 7.6458, 2.5440, 0.5288, 0.4712, 98.58, 63.47, 98.58, 63.47, 0, 0, 1, 1, A:8.9776->5.0983, ok
133.562, 8.2045, 95.1479, -0.5230, -0.4184, 3.4660, 5.0983, 95.1479, -0.4977, -0.3982, 3.4660, 110.86, 79.45, 4.9573, 2.2617, 0.7707, -0.6372, -2.5070, 3.0323, 665.0000, 630.5974, 1, 21, 0.5437, 8.8960, 8.3523, 2.8497, 0.5564, 0.4436, 110.86, 79.45, 110.86, 79.45, 0, 0, 1, 1, A:8.2045->5.0983, ok
134.205, 8.3913, 97.4344, -0.6040, -0.4393, 3.4796, 5.0983, 97.4344, -0.5230, -0.4184, 3.4796, 110.16, 78.95, 4.8682, 2.6113, 0.5058, -0.8627, -3.4144, 2.0019, 647.0000, 615.7987, 1, 20, 0.6914, 8.9214, 8.2300, 2.8125, 0.6321, 0.3679, 110.16, 78.95, 110.16, 78.95, 0, 0, 1, 1, A:8.3913->5.0983, ok
134.838, 8.9704, 95.4048, -0.5654, -0.4112, 3.8601, 5.0983, 95.4048, -0.6040, -0.4393, 3.8601, 112.93, 77.67, 5.0223, 2.5570, 0.5518, -0.8340, -3.5959, 2.3793, 587.0000, 628.8994, 1, 19, 0.5301, 9.5693, 9.0392, 3.0687, 0.6099, 0.3901, 112.93, 77.67, 112.93, 77.67, 0, 0, 1, 1, A:8.9704->5.0983, ok
135.469, 8.9410, 95.0194, -0.5726, -0.4164, 3.8192, 5.0983, 95.0194, -0.5654, -0.4112, 3.8192, 113.26, 79.04, 5.4608, 2.4421, 0.6438, -0.7652, -3.2400, 2.7260, 647.0000, 631.4497, 1, 20, 0.5989, 9.5492, 8.9503, 3.0457, 0.5781, 0.4219, 113.26, 79.04, 113.26, 79.04, 0, 0, 1, 1, A:8.9410->5.0983, ok
136.070, 8.6586, 95.1286, -0.5746, -0.4190, 3.2973, 5.0983, 95.1286, -0.5726, -0.4164, 3.2973, 106.27, 73.37, 5.2299, 2.2255, 0.7932, -0.6089, -2.3951, 3.1200, 628.0000, 630.7248, 1, 20, 0.6082, 9.2220, 8.6138, 2.8438, 0.5844, 0.4156, 106.27, 73.37, 106.27, 73.37, 0, 0, 1, 1, A:8.6586->5.0983, ok
136.805, 7.2036, 97.3453, -0.6578, -0.3821, 3.0091, 5.0983, 97.3453, -0.5746, -0.4190, 3.0091, 102.11, 70.88, 4.5104, 2.3228, 0.7303, -0.6831, -2.3688, 2.5325, 639.0000, 616.3624, 1, 20, 0.5634, 7.7236, 7.1602, 2.5116, 0.5822, 0.4178, 102.11, 70.88, 102.11, 70.88, 0, 0, 1, 1, A:7.2036->5.0983, ok
137.347, 8.9506, 88.7993, -0.4041, -0.4490, 4.1879, 5.0983, 88.7993, -0.6578, -0.3821, 4.1879, 115.02, 74.92, 4.6827, 2.4842, 0.6110, -0.7916, -3.4812, 2.6872, 597.0000, 675.6812, 1, 19, 0.5199, 9.5467, 9.0268, 3.1853, 0.5544, 0.4456, 115.02, 74.92, 115.02, 74.92, 0, 0, 1, 1, A:8.9506->5.0983, ok
137.952, 8.2180, 98.6290, -0.6710, -0.4270, 3.2530, 5.0983, 98.6290, -0.4041, -0.4490, 3.2530, 112.17, 85.00, 4.7977, 2.3263, 0.7279, -0.6857, -2.6499, 2.8132, 733.0000, 608.3406, 1, 23, 0.5961, 8.7435, 8.1474, 2.7874, 0.5989, 0.4011, 112.17, 85.00, 112.17, 85.00, 0, 0, 1, 1, A:8.2180->5.0983, ok
138.607, 6.8494, 98.9005, -0.6545, -0.3818, 2.6651, 5.0983, 98.9005, -0.6710, -0.4270, 2.7419, 94.91, 62.62, 4.3996, 2.4502, 0.6376, -0.7704, -2.4320, 2.0130, 536.0000, 606.6703, 1, 17, 0.5256, 7.3158, 6.7902, 2.2873, 0.6325, 0.3675, 94.91, 62.62, 94.91, 62.62, 0, 0, 1, 1, A:6.8494->5.0983|E:2.6651->2.7419, ok
139.246, 8.9742, 95.1120, -0.5038, -0.4031, 4.1393, 5.0983, 95.1120, -0.6545, -0.3818, 4.1393, 113.39, 76.16, 4.5783, 2.4835, 0.6116, -0.7912, -3.4298, 2.6513, 599.0000, 630.8352, 1, 19, 0.4663, 9.5718, 9.1055, 3.1812, 0.5593, 0.4407, 113.39, 76.16, 113.39, 76.16, 0, 0, 1, 1, A:8.9742->5.0983, ok
139.812, 8.3651, 94.4261, -0.5156, -0.4641, 3.3850, 5.0983, 94.4261, -0.5038, -0.4031, 3.3850, 109.81, 78.16, 5.1479, 2.2318, 0.7894, -0.6139, -2.2946, 2.9502, 665.0000, 635.4176, 1, 21, 0.5977, 8.9181, 8.3204, 2.7651, 0.5383, 0.4617, 109.81, 78.16, 109.81, 78.16, 0, 0, 1, 1, A:8.3651->5.0983, ok
140.448, 8.2282, 99.9652, -0.5841, -0.4088, 3.7327, 5.0983, 99.9652, -0.5156, -0.4641, 3.7327, 114.36, 83.51, 4.6748, 2.6991, 0.4282, -0.9037, -3.6883, 1.7479, 641.0000, 600.2088, 1, 20, 0.5530, 8.9822, 8.4292, 2.8939, 0.6225, 0.3775, 114.36, 83.51, 114.36, 83.51, 0, 0, 1, 1, A:8.2282->5.0983, ok
141.048, 6.4352, 96.9925, -0.5181, -0.4662, 2.7820, 5.0983, 96.9925, -0.5841, -0.4088, 2.7820, 98.61, 67.68, 4.3773, 2.4700, 0.6222, -0.7828, -2.3954, 1.9040, 562.0000, 618.6044, 1, 18, 0.7540, 7.0760, 6.3220, 2.2214, 0.5836, 0.4164, 98.61, 67.68, 98.61, 67.68, 0, 0, 1, 1, A:6.4352->5.0983, ok
141.651, 8.5709, 98.4733, -0.6050, -0.4950, 3.7203, 5.0983, 98.4733, -0.5181, -0.4662, 3.7203, 114.42, 82.92, 4.4920, 2.7144, 0.4143, -0.9101, -3.6576, 1.6651, 637.0000, 609.3022, 1, 20, 0.6408, 9.1418, 8.5011, 2.8723, 0.6232, 0.3768, 114.42, 82.92, 114.42, 82.92, 0, 0, 1, 1, A:8.5709->5.0983, ok
142.288, 6.3360, 98.9852, -0.5473, -0.3831, 2.7451, 5.0983, 98.9852, -0.6050, -0.4950, 2.7451, 98.99, 68.15, 3.9195, 2.4636, 0.6272, -0.7788, -2.4569, 1.9787, 602.0000, 606.1511, 1, 19, 0.5710, 6.7619, 6.1909, 2.2727, 0.6130, 0.3870, 98.99, 68.15, 98.99, 68.15, 0, 0, 1, 1, A:6.3360->5.0983, ok
142.846, 4.6080, 96.6066, -0.5708, -0.4670, 2.1587, 4.6080, 96.6066, -0.5473, -0.3831, 2.7419, 98.23, 67.70, 3.2460, 2.2739, 0.7629, -0.6466, -1.5427, 1.8202, 601.0000, 621.0755, 1, 19, 0.4259, 6.1444, 5.7185, 1.7872, 0.5557, 0.4443, 98.23, 67.70, 98.23, 67.70, 0, 0, 1, 1, E:2.1587->2.7419, ok
143.565, 7.5456, 101.6884, -0.7084, -0.3542, 4.3878, 5.0983, 101.6884, -0.5708, -0.4670, 4.3878, 120.61, 87.23, 5.0344, 2.8214, 0.3148, -0.9492, -4.3637, 1.4471, 639.0000, 590.0378, 1, 20, 0.7048, 9.7453, 9.0405, 3.3206, 0.6291, 0.3709, 120.61, 87.23, 120.61, 87.23, 0, 0, 1, 1, A:7.5456->5.0983, ok
144.090, 9.1015, 91.7405, -0.4136, -0.4136, 2.8305, 5.0983, 91.7405, -0.7084, -0.3542, 2.8305, 94.22, 58.01, 6.2565, 2.1748, 0.8231, -0.5679, -1.8218, 2.6402, 575.0000, 654.0189, 1, 18, 2.1997, 9.5150, 7.3153, 2.3676, 0.5513, 0.4487, 94.22, 58.01, 94.22, 58.01, 0, 0, 1, 1, A:9.1015->5.0983, ok
144.722, 7.9788, 101.6933, -0.6901, -0.4392, 3.2987, 5.0983, 101.6933, -0.4136, -0.4136, 3.2987, 111.05, 84.92, 4.6364, 2.3911, 0.6820, -0.7314, -2.6751, 2.4944, 698.0000, 590.0094, 1, 22, 0.4135, 8.4565, 8.0429, 2.7042, 0.5759, 0.4241, 111.05, 84.92, 111.05, 84.92, 0, 0, 1, 1, A:7.9788->5.0983, ok
145.298, 4.8244, 98.2793, -0.5753, -0.4184, 2.1230, 4.8244, 98.2793, -0.6901, -0.4392, 2.7419, 94.19, 60.79, 3.1705, 2.5270, 0.5766, -0.8170, -1.9694, 1.3898, 529.0000, 610.5047, 1, 17, 0.4776, 5.3329, 4.8553, 1.7432, 0.6219, 0.3781, 94.19, 60.79, 94.19, 60.79, 0, 0, 1, 1, E:2.1230->2.7419, ok
145.925, 8.0897, 101.1374, -0.6302, -0.3438, 4.4311, 5.0983, 101.1374, -0.5753, -0.4184, 4.4311, 119.98, 86.30, 4.7496, 2.6815, 0.4440, -0.8960, -4.0076, 1.9860, 634.0000, 593.2524, 1, 20, 0.5085, 9.7069, 9.1984, 3.2639, 0.5678, 0.4322, 119.98, 86.30, 119.98, 86.30, 0, 0, 1, 1, A:8.0897->5.0983, ok
146.526, 8.7895, 98.3403, -0.5774, -0.4211, 3.4435, 5.0983, 98.3403, -0.6302, -0.3438, 3.4435, 103.77, 70.60, 5.7810, 2.2886, 0.7533, -0.6577, -2.4168, 2.7679, 568.0000, 610.1262, 1, 18, 1.6172, 9.4696, 7.8524, 2.6615, 0.5211, 0.4789, 103.77, 70.60, 103.77, 70.60, 0, 0, 1, 1, A:8.7895->5.0983, ok
147.130, 8.1153, 99.0813, -0.5491, -0.3844, 3.6558, 5.0983, 99.0813, -0.5774, -0.4211, 3.6558, 110.19, 77.79, 5.3351, 2.2867, 0.7545, -0.6563, -2.7853, 3.2023, 634.0000, 605.5631, 1, 20, 0.6801, 9.5650, 8.8849, 3.0605, 0.5789, 0.4211, 110.19, 77.79, 110.19, 77.79, 0, 0, 1, 1, A:8.1153->5.0983, ok
147.728, 7.8027, 99.1274, -0.6000, -0.4364, 3.1148, 5.0983, 99.1274, -0.5491, -0.3844, 3.1148, 103.33, 73.32, 5.4166, 2.3234, 0.7299, -0.6836, -2.2927, 2.4481, 600.0000, 605.2815, 1, 19, 1.4497, 8.4901, 7.0404, 2.4583, 0.5383, 0.4617, 103.33, 73.32, 103.33, 73.32, 0, 0, 1, 1, A:7.8027->5.0983, ok
148.335, 8.3867, 99.8102, -0.6633, -0.3853, 3.8172, 5.0983, 99.8102, -0.6000, -0.4364, 3.8172, 111.68, 78.49, 4.9944, 2.5496, 0.5580, -0.8298, -3.5312, 2.3746, 599.0000, 601.1408, 1, 19, 0.6875, 9.5748, 8.8873, 3.0289, 0.6077, 0.3923, 111.68, 78.49, 111.68, 78.49, 0, 0, 1, 1, A:8.3867->5.0983, ok
148.909, 7.5391, 99.3262, -0.6633, -0.3853, 3.4505, 5.0983, 99.3262, -0.6633, -0.3853, 3.4505, 103.41, 69.64, 5.8398, 2.5057, 0.5939, -0.8045, -3.1571, 2.3305, 610.0000, 604.0704, 1, 19, 1.1881, 9.5670, 8.3789, 2.8180, 0.6115, 0.3885, 103.41, 69.64, 103.41, 69.64, 0, 0, 1, 1, A:7.5391->5.0983, ok
149.544, 7.5391, 99.3262, -0.2875, -0.8624, 3.4505, 5.0983, 99.3262, -0.6633, -0.3853, 3.4505, 103.41, 69.64, 5.8398, 2.5057, 0.5939, -0.8045, -3.1571, 2.3305, 610.0000, 604.0704, 1, 19, 1.1881, 9.5670, 8.3789, 2.8180, 0.6115, 0.3885, 103.41, 69.64, 103.41, 69.64, 0, 0, 1, 1, A:7.5391->5.0983, ok
150.141, 7.5391, 0.0000, -0.6246, -0.4148, 3.4505, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 103.41, 69.64, 5.8398, 2.1585, 0.8322, -0.5545, -1.7125, 2.5703, 869.0000, 0.0000, 0, 19, 2.0279, 9.4543, 7.4264, 2.3102, 0.6548, 0.3452, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
150.733, 7.5391, 0.0000, -0.6622, -0.3311, 3.4505, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 103.41, 69.64, 5.8398, 1.5523, 0.9998, 0.0185, 0.0708, 3.8233, 933.0000, 0.0000, 0, 29, 0.7633, 9.6659, 8.9026, 2.9746, 0.4019, 0.5981, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
151.343, 8.0885, 100.2708, -0.6132, -0.3345, 3.1130, 5.0983, 100.2708, -0.6622, -0.3311, 3.1130, 97.62, 65.42, 6.2230, 2.3091, 0.7396, -0.6730, -2.3288, 2.5593, 600.0000, 598.3794, 1, 19, 2.0461, 9.6131, 7.5670, 2.5132, 0.5567, 0.4433, 97.62, 65.42, 97.62, 65.42, 0, 0, 1, 1, A:8.0885->5.0983, ok
151.948, 8.8109, 99.3066, -0.5951, -0.3787, 3.1293, 5.0983, 99.3066, -0.6132, -0.3345, 3.1293, 99.92, 68.51, 6.0102, 2.2203, 0.7964, -0.6048, -2.1422, 2.8206, 601.0000, 604.1897, 1, 19, 1.5246, 9.5153, 7.9907, 2.6045, 0.5557, 0.4443, 99.92, 68.51, 99.92, 68.51, 0, 0, 1, 1, A:8.8109->5.0983, ok
152.543, 8.6597, 99.2400, -0.6545, -0.3818, 3.6815, 5.0983, 99.2400, -0.5951, -0.3787, 3.6815, 108.85, 76.15, 5.4830, 2.3058, 0.7418, -0.6706, -2.7138, 3.0023, 595.0000, 604.5948, 1, 19, 0.7043, 9.4817, 8.7773, 2.9317, 0.5462, 0.4538, 108.85, 76.15, 108.85, 76.15, 0, 0, 1, 1, A:8.6597->5.0983, ok
153.247, 6.9385, 99.9505, -0.6644, -0.3322, 3.5931, 5.0983, 99.9505, -0.6545, -0.3818, 3.5931, 105.41, 71.74, 5.5340, 2.3675, 0.6991, -0.7150, -3.0543, 2.9860, 612.0000, 600.2974, 1, 19, 0.8219, 9.6093, 8.7873, 3.0628, 0.6127, 0.3873, 105.41, 71.74, 105.41, 71.74, 0, 0, 1, 1, A:6.9385->5.0983, ok
153.782, 8.9504, 92.0741, -0.4225, -0.4225, 2.7781, 5.0983, 92.0741, -0.6644, -0.3322, 2.7781, 94.62, 59.89, 6.4358, 2.1395, 0.8426, -0.5386, -1.5995, 2.5026, 594.0000, 651.6487, 1, 19, 2.6708, 9.4936, 6.8228, 2.1867, 0.4949, 0.5051, 94.62, 59.89, 94.62, 59.89, 0, 0, 1, 1, A:8.9504->5.0983, ok
154.378, 6.7936, 101.0400, -0.6772, -0.4310, 3.3855, 5.0983, 101.0400, -0.4225, -0.4225, 3.3855, 112.17, 85.26, 4.7803, 2.3895, 0.6832, -0.7303, -2.7432, 2.5663, 700.0000, 593.8244, 1, 22, 0.5431, 8.5368, 7.9936, 2.6992, 0.5629, 0.4371, 112.17, 85.26, 112.17, 85.26, 0, 0, 1, 1, A:6.7936->5.0983, ok
155.016, 8.6182, 100.9401, -0.6655, -0.3882, 3.6670, 5.0983, 100.9401, -0.6772, -0.4310, 3.6670, 106.49, 72.27, 5.8332, 2.7066, 0.4214, -0.9069, -3.5412, 1.6454, 539.0000, 594.4122, 1, 17, 1.7431, 9.6382, 7.8951, 2.7766, 0.6085, 0.3915, 106.49, 72.27, 106.49, 72.27, 0, 0, 1, 1, A:8.6182->5.0983, ok
155.613, 8.2128, 97.3700, -0.5690, -0.3621, 3.4740, 5.0983, 97.3700, -0.6655, -0.3882, 3.4740, 104.04, 69.33, 5.9772, 2.3032, 0.7435, -0.6687, -2.5814, 2.8703, 609.0000, 616.2061, 1, 19, 1.0200, 9.5703, 8.5503, 2.7994, 0.5534, 0.4466, 104.04, 69.33, 104.04, 69.33, 0, 0, 1, 1, A:8.2128->5.0983, ok
156.222, 8.8522, 98.8300, -0.6070, -0.3863, 3.1710, 5.0983, 98.8300, -0.5690, -0.3621, 3.1710, 102.85, 72.14, 6.0303, 2.2025, 0.8071, -0.5905, -2.0707, 2.8301, 636.0000, 607.1030, 1, 20, 1.3576, 9.5222, 8.1646, 2.6046, 0.5377, 0.4623, 102.85, 72.14, 102.85, 72.14, 0, 0, 1, 1, A:8.8522->5.0983, ok
156.826, 8.4391, 98.6758, -0.5961, -0.3793, 3.5004, 5.0983, 98.6758, -0.6070, -0.3863, 3.5004, 106.31, 73.55, 5.4640, 2.3144, 0.7361, -0.6769, -2.6384, 2.8689, 592.0000, 608.0515, 1, 19, 0.6700, 9.4831, 8.8131, 2.8372, 0.5608, 0.4392, 106.31, 73.55, 106.31, 73.55, 0, 0, 1, 1, A:8.4391->5.0983, ok
157.490, 8.8616, 99.1693, -0.6030, -0.3837, 3.5185, 5.0983, 99.1693, -0.5961, -0.3793, 3.5185, 106.71, 74.41, 5.5225, 2.3748, 0.6938, -0.7201, -2.7927, 2.6906, 600.0000, 605.0258, 1, 19, 1.0440, 9.4536, 8.4096, 2.8065, 0.5633, 0.4367, 106.71, 74.41, 106.71, 74.41, 0, 0, 1, 1, A:8.8616->5.0983, ok
