経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
136.070, 3.9151, 95.1286, 5.2299, 2.3245, 3.9151, 95.1286, 5.2299, 0.7291, -0.6844, 119.33, 87.19, 0.7291, -0.6844, -2.6793, 2.8547, 0.6505, 628.0000, 630.7248, 1, 20, 0.6082, 9.2220, 8.6138, 2.8438, 0.5876, 0.4124, 119.33, 87.19, 119.33, 87.19, 0, 0, 0, 1, ok, ok
136.805, 3.4508, 97.3453, 4.5104, 2.4151, 3.4508, 97.3453, 4.5104, 0.6642, -0.7475, 119.14, 88.51, 0.6642, -0.7475, -2.5796, 2.2921, 0.5952, 639.0000, 616.3624, 1, 20, 0.5634, 7.7236, 7.1602, 2.5116, 0.5853, 0.4147, 119.14, 88.51, 119.14, 88.51, 0, 0, 0, 1, ok, ok
137.347, 4.4230, 88.7993, 4.6827, 2.5960, 4.4230, 88.7993, 4.6827, 0.5189, -0.8548, 128.93, 92.40, 0.5189, -0.8548, -3.7809, 2.2951, 0.6039, 597.0000, 675.6812, 1, 19, 0.5199, 9.5467, 9.0268, 3.1853, 0.5578, 0.4422, 128.93, 92.40, 128.93, 92.40, 0, 0, 0, 1, ok, ok
137.952, 3.8617, 98.6290, 4.7977, 2.3988, 3.8617, 98.6290, 4.7977, 0.6764, -0.7366, 120.08, 89.25, 0.6764, -0.7366, -2.8444, 2.6119, 0.5600, 733.0000, 608.3406, 1, 23, 0.5961, 8.7435, 8.1474, 2.7874, 0.6016, 0.3984, 120.08, 89.25, 120.08, 89.25, 0, 0, 0, 1, ok, ok
138.607, 3.1327, 98.9005, 4.3996, 2.5617, 3.1327, 98.9005, 4.3996, 0.5479, -0.8365, 120.41, 90.41, 0.5479, -0.8365, -2.6207, 1.7164, 0.5698, 535.0000, 606.6703, 1, 17, 0.5256, 7.3158, 6.7902, 2.2873, 0.6355, 0.3645, 120.41, 90.41, 120.41, 90.41, 0, 0, 0, 1, ok, ok
139.246, 4.3837, 95.1120, 4.5783, 2.5948, 4.3837, 95.1120, 4.5783, 0.5200, -0.8542, 127.25, 93.35, 0.5200, -0.8542, -3.7444, 2.2794, 0.7154, 600.0000, 630.8352, 1, 19, 0.4663, 9.5718, 9.1055, 3.1812, 0.5617, 0.4383, 127.25, 93.35, 127.25, 93.35, 0, 0, 0, 1, ok, ok
139.812, 3.6939, 94.4261, 5.1479, 2.3196, 3.6939, 94.4261, 5.1479, 0.7325, -0.6808, 118.49, 86.49, 0.7325, -0.6808, -2.5147, 2.7058, 0.9074, 665.0000, 635.4176, 1, 21, 0.5977, 8.9181, 8.3204, 2.7651, 0.5414, 0.4586, 118.49, 86.49, 118.49, 86.49, 0, 0, 0, 1, ok, ok
140.448, 4.0536, 99.9652, 4.6748, 2.7975, 4.0536, 99.9652, 4.6748, 0.3374, -0.9414, 128.17, 95.83, 0.3374, -0.9414, -3.8160, 1.3675, 0.3985, 640.0000, 600.2088, 1, 20, 0.5530, 8.9822, 8.4292, 2.8939, 0.6250, 0.3750, 128.17, 95.83, 128.17, 95.83, 0, 0, 0, 1, ok, ok
141.048, 3.0279, 96.9925, 4.3773, 2.5739, 3.0279, 96.9925, 4.3773, 0.5377, -0.8431, 120.67, 90.04, 0.5377, -0.8431, -2.5530, 1.6281, 0.5918, 563.0000, 618.6044, 1, 18, 0.7540, 7.0760, 6.3220, 2.2214, 0.5861, 0.4139, 120.67, 90.04, 120.67, 90.04, 0, 0, 0, 1, ok, ok
141.651, 4.0011, 98.4733, 4.4920, 2.8181, 4.0011, 98.4733, 4.4920, 0.3179, -0.9481, 128.75, 95.83, 0.3179, -0.9481, -3.7935, 1.2719, 0.4957, 637.0000, 609.3022, 1, 20, 0.6408, 9.1418, 8.5011, 2.8723, 0.6264, 0.3736, 128.75, 95.83, 128.75, 95.83, 0, 0, 0, 1, ok, ok
142.288, 3.1787, 98.9852, 3.9195, 2.5553, 3.1787, 98.9852, 3.9195, 0.5533, -0.8330, 120.75, 90.79, 0.5533, -0.8330, -2.6478, 1.7587, 0.3365, 602.0000, 606.1511, 1, 19, 0.5710, 6.7619, 6.1909, 2.2727, 0.6163, 0.3837, 120.75, 90.79, 120.75, 90.79, 0, 0, 0, 1, ok, ok
142.846, 2.4041, 96.6066, 3.2460, 2.3588, 2.4041, 96.6066, 3.2460, 0.7053, -0.7089, 114.39, 85.69, 0.7053, -0.7089, -1.7043, 1.6956, 0.5516, 600.0000, 621.0755, 1, 19, 0.4259, 6.1444, 5.7185, 1.7872, 0.5583, 0.4417, 114.39, 85.69, 114.39, 85.69, 0, 0, 0, 1, ok, ok
143.565, 4.6027, 101.6884, 5.0344, 2.9282, 4.6027, 101.6884, 5.0344, 0.2118, -0.9753, 131.84, 98.50, 0.2118, -0.9773, -4.4983, 0.9748, 0.6585, 640.0000, 590.0378, 1, 20, 0.7048, 9.7453, 9.0405, 3.3206, 0.6313, 0.3688, 131.84, 98.50, 131.84, 98.50, 0, 0, 1, 1, cosPhi:-0.9773->-0.9753, ok
144.090, 3.1880, 91.7405, 6.2565, 2.2949, 3.1880, 91.7405, 6.2565, 0.7491, -0.6624, 115.76, 83.51, 0.7491, -0.6624, -2.1119, 2.3882, 0.7238, 575.0000, 654.0189, 1, 18, 2.1997, 9.5150, 7.3153, 2.3676, 0.5548, 0.4452, 115.76, 83.51, 115.76, 83.51, 0, 0, 0, 1, ok, ok
144.722, 3.6057, 101.6933, 4.6364, 2.4712, 3.6057, 101.6933, 4.6364, 0.6213, -0.7836, 119.82, 90.43, 0.6213, -0.7836, -2.8255, 2.2401, 0.9012, 697.0000, 590.0094, 1, 22, 0.4135, 8.4565, 8.0429, 2.7042, 0.5782, 0.4218, 119.82, 90.43, 119.82, 90.43, 0, 0, 0, 1, ok, ok
145.298, 2.4151, 98.2793, 3.1705, 2.6322, 2.4151, 98.2793, 3.1705, 0.4876, -0.8730, 119.55, 90.44, 0.4876, -0.8730, -2.1085, 1.1777, 0.3501, 530.0000, 610.5047, 1, 17, 0.4776, 5.3329, 4.8553, 1.7432, 0.6245, 0.3755, 119.55, 90.44, 119.55, 90.44, 0, 0, 0, 1, ok, ok
145.925, 4.4769, 101.1374, 4.7496, 2.7923, 4.4769, 101.1374, 4.7496, 0.3422, -0.9396, 129.58, 96.98, 0.3422, -0.9396, -4.2066, 1.5320, 0.7950, 633.0000, 593.2524, 1, 20, 0.5085, 9.7069, 9.1984, 3.2639, 0.5703, 0.4297, 129.58, 96.98, 129.58, 96.98, 0, 0, 0, 1, ok, ok
146.526, 3.6693, 98.3403, 5.7810, 2.4044, 3.6693, 98.3403, 5.7810, 0.6722, -0.7404, 118.84, 88.08, 0.6722, -0.7404, -2.7167, 2.4665, 0.5928, 568.0000, 610.1262, 1, 18, 1.6172, 9.4696, 7.8524, 2.6615, 0.5229, 0.4771, 118.84, 88.08, 118.84, 88.08, 0, 0, 0, 1, ok, ok
147.130, 4.2369, 99.0813, 5.3351, 2.3849, 4.2369, 99.0813, 5.3351, 0.6865, -0.7271, 120.97, 89.63, 0.6865, -0.7271, -3.0808, 2.9086, 0.6253, 634.0000, 605.5631, 1, 20, 0.6801, 9.5650, 8.8849, 3.0605, 0.5789, 0.4211, 120.97, 89.63, 120.97, 89.63, 0, 0, 0, 1, ok, ok
147.728, 3.3115, 99.1274, 5.4166, 2.4259, 3.3115, 99.1274, 5.4166, 0.6562, -0.7546, 117.77, 87.94, 0.6562, -0.7546, -2.4989, 2.1729, 0.7484, 600.0000, 605.2815, 1, 19, 1.4497, 8.4901, 7.0404, 2.4583, 0.5400, 0.4600, 117.77, 87.94, 117.77, 87.94, 0, 0, 0, 1, ok, ok
148.335, 4.2536, 99.8102, 4.9944, 2.6558, 4.2536, 99.8102, 4.9944, 0.4669, -0.8843, 126.43, 94.31, 0.4669, -0.8843, -3.7616, 1.9859, 0.3575, 599.0000, 601.1408, 1, 19, 0.6875, 9.5748, 8.8873, 3.0289, 0.6093, 0.3907, 126.43, 94.31, 126.43, 94.31, 0, 0, 0, 1, ok, ok
148.909, 3.9028, 99.3262, 5.8398, 2.6067, 3.9028, 99.3262, 5.8398, 0.5098, -0.8603, 123.61, 92.02, 0.5098, -0.8603, -3.3576, 1.9895, 0.5705, 611.0000, 604.0704, 1, 19, 1.1881, 9.5670, 8.3789, 2.8180, 0.6137, 0.3863, 123.61, 92.02, 123.61, 92.02, 0, 0, 0, 1, ok, ok
149.544, 3.9028, 99.3262, 5.8398, 2.6067, 3.9028, 99.3262, 5.8398, 0.5098, -0.8603, 123.61, 92.02, 0.5098, -0.8603, -3.3576, 1.9895, 0.5705, 611.0000, 604.0704, 1, 19, 1.1881, 9.5670, 8.3789, 2.8180, 0.6137, 0.3863, 123.61, 92.02, 123.61, 92.02, 0, 0, 0, 1, ok, ok
150.141, 3.0614, 0.0000, 6.1563, 2.2710, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.61, 92.02, 0.7647, -0.6444, -1.9726, 2.3411, 0.8069, 868.0000, 0.0000, 0, 19, 2.0279, 9.4543, 7.4264, 2.3102, 0.6567, 0.3433, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
150.733, 3.8068, 0.0000, 5.5175, 1.6207, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.61, 92.02, 0.9988, -0.0499, -0.1900, 3.8020, 1.2660, 933.0000, 0.0000, 0, 29, 0.7633, 9.6659, 8.9026, 2.9746, 0.4030, 0.5970, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
151.343, 3.4523, 100.2708, 6.2230, 2.4149, 3.4523, 100.2708, 6.2230, 0.6644, -0.7474, 117.38, 87.68, 0.6644, -0.7474, -2.5802, 2.2937, 0.5978, 600.0000, 598.3794, 1, 19, 2.0461, 9.6131, 7.5670, 2.5132, 0.5583, 0.4417, 117.38, 87.68, 117.38, 87.68, 0, 0, 0, 1, ok, ok
151.948, 3.5159, 99.3066, 6.0102, 2.3276, 3.5159, 99.3066, 6.0102, 0.7271, -0.6866, 116.18, 86.30, 0.7271, -0.6866, -2.4139, 2.5563, 0.7764, 601.0000, 604.1897, 1, 19, 1.5246, 9.5153, 7.9907, 2.6045, 0.5574, 0.4426, 116.18, 86.30, 116.18, 86.30, 0, 0, 0, 1, ok, ok
152.543, 4.0219, 99.2400, 5.4830, 2.4132, 4.0219, 99.2400, 5.4830, 0.6657, -0.7462, 120.50, 89.49, 0.6657, -0.7462, -3.0012, 2.6774, 0.7120, 596.0000, 604.5948, 1, 19, 0.7043, 9.4817, 8.7773, 2.9317, 0.5487, 0.4513, 120.50, 89.49, 120.50, 89.49, 0, 0, 0, 1, ok, ok
153.247, 4.2756, 99.9505, 5.5340, 2.4713, 4.2756, 99.9505, 5.5340, 0.6212, -0.7836, 122.59, 91.19, 0.6212, -0.7836, -3.3505, 2.6561, 0.4902, 612.0000, 600.2974, 1, 19, 0.8219, 9.6093, 8.7873, 3.0628, 0.6160, 0.3840, 122.59, 91.19, 122.59, 91.19, 0, 0, 0, 1, ok, ok
153.782, 2.9467, 92.0741, 6.4358, 2.2489, 2.9467, 92.0741, 6.4358, 0.7787, -0.6273, 113.53, 81.95, 0.7787, -0.6273, -1.8486, 2.2947, 0.6634, 593.0000, 651.6487, 1, 19, 2.6708, 9.4936, 6.8228, 2.1867, 0.4975, 0.5025, 113.53, 81.95, 113.53, 81.95, 0, 0, 0, 1, ok, ok
154.378, 3.7429, 101.0400, 4.7803, 2.4674, 3.7429, 101.0400, 4.7803, 0.6242, -0.7812, 120.41, 90.50, 0.6242, -0.7812, -2.9241, 2.3364, 0.5302, 701.0000, 593.8244, 1, 22, 0.5431, 8.5368, 7.9936, 2.6992, 0.5649, 0.4351, 120.41, 90.50, 120.41, 90.50, 0, 0, 0, 1, ok, ok
155.016, 3.8835, 100.9401, 5.8332, 2.8307, 3.8835, 100.9401, 5.8332, 0.3059, -0.9521, 127.03, 95.05, 0.3059, -0.9521, -3.6973, 1.1880, 0.4108, 539.0000, 594.4122, 1, 17, 1.7431, 9.6382, 7.8951, 2.7766, 0.6122, 0.3878, 127.03, 95.05, 127.03, 95.05, 0, 0, 0, 1, ok, ok
155.613, 3.8465, 97.3700, 5.9772, 2.4071, 3.8465, 97.3700, 5.9772, 0.6702, -0.7422, 119.78, 88.28, 0.6702, -0.7422, -2.8548, 2.5779, 0.6624, 609.0000, 616.2061, 1, 19, 1.0200, 9.5703, 8.5503, 2.7994, 0.5567, 0.4433, 119.78, 88.28, 119.78, 88.28, 0, 0, 0, 1, ok, ok
156.222, 3.4725, 98.8300, 6.0303, 2.3033, 3.4725, 98.8300, 6.0303, 0.7435, -0.6687, 115.57, 85.66, 0.7435, -0.6687, -2.3221, 2.5819, 0.8687, 636.0000, 607.1030, 1, 20, 1.3576, 9.5222, 8.1646, 2.6046, 0.5409, 0.4591, 115.57, 85.66, 115.57, 85.66, 0, 0, 0, 1, ok, ok
156.826, 3.8702, 98.6758, 5.4640, 2.4241, 3.8702, 98.6758, 5.4640, 0.6575, -0.7535, 120.23, 89.22, 0.6575, -0.7535, -2.9160, 2.5446, 0.7485, 592.0000, 608.0515, 1, 19, 0.6700, 9.4831, 8.8131, 2.8372, 0.5642, 0.4358, 120.23, 89.22, 120.23, 89.22, 0, 0, 0, 1, ok, ok
157.490, 3.8428, 99.1693, 5.5225, 2.4825, 3.8428, 99.1693, 5.5225, 0.6124, -0.7905, 121.15, 90.16, 0.6124, -0.7905, -3.0379, 2.3534, 0.7020, 600.0000, 605.0258, 1, 19, 1.0440, 9.4536, 8.4096, 2.8065, 0.5667, 0.4333, 121.15, 90.16, 121.15, 90.16, 0, 0, 0, 1, ok, ok
158.058, 4.2685, 94.4863, 5.0059, 2.4079, 4.2685, 94.4863, 5.0059, 0.6696, -0.7427, 122.91, 89.64, 0.6696, -0.7427, -3.1703, 2.8581, 0.5090, 611.0000, 635.0129, 1, 19, 0.5919, 9.4984, 8.9064, 3.0609, 0.5548, 0.4452, 122.91, 89.64, 122.91, 89.64, 0, 0, 0, 1, ok, ok
158.692, 4.1854, 99.6667, 5.0465, 2.3697, 4.1854, 99.6667, 5.0465, 0.6975, -0.7166, 120.46, 89.54, 0.6975, -0.7166, -2.9993, 2.9192, 0.5138, 660.0000, 602.0064, 1, 21, 0.4897, 9.5210, 9.0313, 3.0038, 0.5515, 0.4485, 120.46, 89.54, 120.46, 89.54, 0, 0, 0, 1, ok, ok
159.322, 3.6749, 97.1655, 5.5679, 2.4228, 3.6749, 97.1655, 5.5679, 0.6585, -0.7526, 119.66, 88.39, 0.6585, -0.7526, -2.7657, 2.4199, 0.7015, 578.0000, 617.5032, 1, 18, 1.0628, 9.3420, 8.2791, 2.6916, 0.5952, 0.4048, 119.66, 88.39, 119.66, 88.39, 0, 0, 0, 1, ok, ok
159.961, 4.1772, 96.1151, 5.1296, 2.4932, 4.1772, 96.1151, 5.1296, 0.6039, -0.7970, 123.79, 91.00, 0.6039, -0.7970, -3.3294, 2.5227, 0.5895, 629.0000, 624.2516, 1, 20, 0.6932, 9.4247, 8.7315, 3.0120, 0.5882, 0.4118, 123.79, 91.00, 123.79, 91.00, 0, 0, 0, 1, ok, ok
160.565, 3.7394, 95.0682, 5.6306, 2.4006, 3.7394, 95.0682, 5.6306, 0.6750, -0.7378, 119.96, 87.80, 0.6750, -0.7378, -2.7589, 2.5242, 0.8150, 629.0000, 631.1258, 1, 20, 0.9520, 9.5070, 8.5549, 2.7669, 0.5231, 0.4769, 119.96, 87.80, 119.96, 87.80, 0, 0, 0, 1, ok, ok
161.206, 3.7083, 97.1561, 5.3773, 2.3977, 3.7083, 97.1561, 5.3773, 0.6772, -0.7358, 119.40, 88.18, 0.6772, -0.7358, -2.7287, 2.5111, 0.7966, 635.0000, 617.5629, 1, 20, 0.7993, 9.3337, 8.5344, 2.7405, 0.5780, 0.4220, 119.40, 88.18, 119.40, 88.18, 0, 0, 0, 1, ok, ok
161.798, 3.9525, 95.3468, 4.9902, 2.4798, 3.9525, 95.3468, 4.9902, 0.6145, -0.7889, 122.83, 90.20, 0.6145, -0.7889, -3.1181, 2.4288, 0.4877, 598.0000, 629.2815, 1, 19, 0.7303, 9.1852, 8.4548, 2.8371, 0.5418, 0.4582, 122.83, 90.20, 122.83, 90.20, 0, 0, 0, 1, ok, ok
162.465, 4.4585, 98.2574, 5.2923, 2.5319, 4.4585, 98.2574, 5.2923, 0.5726, -0.8198, 125.15, 92.54, 0.5726, -0.8198, -3.6552, 2.5529, 0.4599, 643.0000, 610.6407, 1, 20, 0.5652, 9.6657, 9.1006, 3.1860, 0.5801, 0.4199, 125.15, 92.54, 125.15, 92.54, 0, 0, 0, 1, ok, ok
163.033, 3.5377, 93.9231, 5.7539, 2.0885, 3.5377, 93.9231, 5.7539, 0.8690, -0.4949, 112.49, 81.07, 0.8690, -0.4949, -1.7508, 3.0741, 0.8273, 602.0000, 638.8204, 1, 19, 0.9191, 9.2019, 8.2828, 2.6348, 0.5017, 0.4983, 112.49, 81.07, 112.49, 81.07, 0, 0, 0, 1, ok, ok
163.645, 3.5351, 99.3525, 4.6036, 2.5147, 3.5351, 99.3525, 4.6036, 0.5867, -0.8098, 120.98, 90.61, 0.5867, -0.8098, -2.8629, 2.0739, 0.6403, 670.0000, 603.9102, 1, 21, 0.6141, 8.0647, 7.4507, 2.5804, 0.6045, 0.3955, 120.98, 90.61, 120.98, 90.61, 0, 0, 0, 1, ok, ok
164.301, 4.2867, 98.7727, 5.0005, 2.7589, 4.2867, 98.7727, 5.0005, 0.3734, -0.9277, 128.63, 95.55, 0.3734, -0.9277, -3.9766, 1.6008, 0.4058, 560.0000, 607.4551, 1, 18, 0.7904, 9.5100, 8.7195, 3.0582, 0.6536, 0.3464, 128.63, 95.55, 128.63, 95.55, 0, 0, 0, 1, ok, ok
164.942, 3.4868, 94.9777, 5.7861, 2.3912, 3.4868, 94.9777, 5.7861, 0.6819, -0.7314, 118.60, 86.86, 0.6819, -0.7314, -2.5503, 2.3776, 0.8551, 605.0000, 631.7275, 1, 19, 1.3687, 9.3856, 8.0169, 2.6096, 0.5620, 0.4380, 118.60, 86.86, 118.60, 86.86, 0, 0, 0, 1, ok, ok
165.439, 3.6668, 94.2117, 4.6192, 2.6081, 3.6668, 94.2117, 4.6192, 0.5085, -0.8611, 124.61, 91.55, 0.5085, -0.8611, -3.1573, 1.8646, 0.6551, 675.0000, 636.8638, 1, 21, 0.6270, 8.6222, 7.9952, 2.6743, 0.6044, 0.3956, 124.61, 91.55, 124.61, 91.55, 0, 0, 0, 1, ok, ok
166.076, 3.7962, 104.5296, 4.6428, 2.9078, 3.7962, 104.5296, 4.6428, 0.2317, -0.9728, 127.66, 97.05, 0.2317, -0.9728, -3.6929, 0.8795, 0.3612, 630.0000, 566.9319, 1, 20, 0.5906, 8.5873, 7.9966, 2.7085, 0.6333, 0.3667, 127.66, 97.05, 127.66, 97.05, 0, 0, 1, 1, HR:105.8328->104.5296, ok
166.678, 4.1876, 99.7563, 5.6169, 2.9044, 4.1876, 99.7563, 5.6169, 0.2350, -0.9720, 129.87, 96.54, 0.2350, -0.9720, -4.0703, 0.9841, 0.3020, 503.0000, 601.4659, 1, 16, 1.2999, 9.6055, 8.3056, 2.9764, 0.6660, 0.3340, 129.87, 96.54, 129.87, 96.54, 0, 0, 0, 1, ok, ok
167.848, 3.8673, 99.7120, 5.8011, 2.3522, 3.8673, 99.7120, 5.8011, 0.7099, -0.7043, 118.25, 87.86, 0.7099, -0.7043, -2.7237, 2.7454, 0.8619, 642.0000, 601.7330, 1, 20, 0.9814, 9.5052, 8.5238, 2.8672, 0.5888, 0.4112, 118.25, 87.86, 118.25, 87.86, 0, 0, 0, 1, ok, ok
168.421, 4.1719, 0.0000, 5.4861, 2.5597, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 118.25, 87.86, 0.5496, -0.8354, -3.4853, 2.2929, 0.5694, 922.0000, 0.0000, 0, 19, 0.8305, 9.4787, 8.6482, 3.0045, 0.7603, 0.2397, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
169.053, 3.9679, 0.0000, 5.6496, 1.7611, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 118.25, 87.86, 0.9820, -0.1891, -0.7504, 3.8963, 1.1405, 836.0000, 0.0000, 0, 26, 0.6754, 9.5444, 8.8689, 3.0287, 0.4402, 0.5598, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
169.648, 4.1785, 88.0939, 5.3634, 2.4444, 4.1785, 88.0939, 5.3634, 0.6421, -0.7666, 124.63, 88.77, 0.6421, -0.7666, -3.2034, 2.6829, 0.5266, 563.0000, 681.0916, 1, 18, 0.7302, 9.4422, 8.7120, 3.0012, 0.5897, 0.4103, 124.63, 88.77, 124.63, 88.77, 0, 0, 0, 1, ok, ok
170.250, 3.7736, 94.1109, 5.6099, 2.3604, 3.7736, 94.1109, 5.6099, 0.7041, -0.7101, 119.50, 87.04, 0.7041, -0.7101, -2.6797, 2.6570, 0.8421, 632.0000, 637.5458, 1, 20, 0.8906, 9.4138, 8.5232, 2.7981, 0.5190, 0.4810, 119.50, 87.04, 119.50, 87.04, 0, 0, 0, 1, ok, ok
170.854, 3.7844, 96.8097, 5.2030, 2.6315, 3.7844, 96.8097, 5.2030, 0.4882, -0.8727, 124.56, 92.16, 0.4882, -0.8727, -3.3027, 1.8477, 0.8079, 611.0000, 619.7729, 1, 19, 0.6597, 9.0487, 8.3890, 2.7953, 0.6105, 0.3895, 124.56, 92.16, 124.56, 92.16, 0, 0, 0, 1, ok, ok
171.447, 4.2058, 98.0574, 5.0123, 2.7289, 4.2058, 98.0574, 5.0123, 0.4011, -0.9161, 127.94, 94.86, 0.4011, -0.9161, -3.8528, 1.6868, 0.4866, 600.0000, 611.8865, 1, 19, 0.5351, 9.4002, 8.8651, 3.0135, 0.6100, 0.3900, 127.94, 94.86, 127.94, 94.86, 0, 0, 0, 1, ok, ok
172.021, 3.9065, 99.5119, 5.1459, 2.5723, 3.9065, 99.5119, 5.1459, 0.5390, -0.8423, 123.34, 92.07, 0.5390, -0.8423, -3.2904, 2.1057, 0.6235, 599.0000, 602.9432, 1, 19, 0.6262, 9.1492, 8.5230, 2.8318, 0.6144, 0.3856, 123.34, 92.07, 123.34, 92.07, 0, 0, 0, 1, ok, ok
172.589, 3.7790, 102.0457, 4.9742, 2.6219, 3.7790, 102.0457, 4.9742, 0.4966, -0.8680, 123.22, 92.99, 0.4966, -0.8680, -3.2801, 1.8766, 0.5955, 604.0000, 587.9716, 1, 19, 0.5532, 8.6954, 8.1422, 2.7377, 0.6109, 0.3891, 123.22, 92.99, 123.22, 92.99, 0, 0, 0, 1, ok, ok
173.224, 3.6838, 103.7191, 5.1862, 2.7883, 3.6838, 103.7191, 5.1862, 0.3460, -0.9382, 125.20, 95.00, 0.3460, -0.9382, -3.4563, 1.2744, 0.7768, 571.0000, 578.4858, 1, 18, 0.9162, 9.0831, 8.1669, 2.7182, 0.6515, 0.3485, 125.20, 95.00, 125.20, 95.00, 0, 0, 0, 1, ok, ok
173.829, 4.2940, 98.9702, 4.9052, 2.7672, 4.2940, 98.9702, 4.9052, 0.3657, -0.9307, 128.81, 95.77, 0.3657, -0.9307, -3.9965, 1.5703, 0.4577, 575.0000, 606.2429, 1, 18, 0.6335, 9.4509, 8.8174, 3.0706, 0.6000, 0.4000, 128.81, 95.77, 128.81, 95.77, 0, 0, 0, 1, ok, ok
174.363, 4.0028, 99.0718, 4.9147, 2.4982, 4.0028, 99.0718, 4.9147, 0.5999, -0.8000, 122.55, 91.26, 0.5999, -0.8000, -3.2024, 2.4015, 0.5064, 625.0000, 605.6215, 1, 20, 0.4752, 9.1310, 8.6559, 2.8754, 0.5968, 0.4032, 122.55, 91.26, 122.55, 91.26, 0, 0, 0, 1, ok, ok
174.892, 3.5671, 104.5296, 4.9255, 2.6039, 3.5671, 104.5296, 4.9255, 0.5121, -0.8589, 121.39, 92.62, 0.5121, -0.8589, -3.0638, 1.8268, 0.5954, 605.0000, 569.8107, 1, 19, 0.6327, 8.1126, 7.4799, 2.5916, 0.6165, 0.3835, 121.39, 92.62, 121.39, 92.62, 0, 0, 1, 1, HR:105.2981->104.5296, ok
175.258, 4.0738, 104.5296, 5.5491, 2.7292, 4.0738, 104.5296, 5.5491, 0.4008, -0.9162, 125.46, 95.13, 0.4008, -0.9162, -3.7322, 1.6328, 0.4204, 530.0000, 549.9054, 1, 17, 1.0670, 9.5370, 8.4700, 2.9111, 0.6245, 0.3755, 125.46, 95.13, 125.46, 95.13, 0, 0, 1, 1, HR:109.1097->104.5296, ok
175.802, 4.0738, 104.5296, 5.5491, 2.7292, 4.0738, 104.5296, 5.5491, 0.4008, -0.9162, 125.46, 95.13, 0.4008, -0.9162, -3.7322, 1.6328, 0.4204, 530.0000, 549.9054, 1, 17, 1.0670, 9.5370, 8.4700, 2.9111, 0.6245, 0.3755, 125.46, 95.13, 125.46, 95.13, 0, 0, 1, 1, HR:109.1097->104.5296, ok
